name,category,price,mrp,unit,stock,image,description,sourcing,storage,variations
"Thyme","Exotics",65,83,"100gm",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/Thyme.jpg?v=1642243045","Premium farm-fresh Thyme. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""100g Pack"",""price"":65,""stock"":50},{""weight"":""200g (Twin Pack)"",""price"":124,""stock"":40},{""weight"":""500g (Chef Pack)"",""price"":293,""stock"":25}]"
"Lettuce in","Exotics",60,77,"0.5 kg",100,"https://mvfpune.com/wp-content/uploads/2025/06/buy-lettuce-online-pune.png","Fresh farm harvested Lettuce Online in | Fresh & Organic Lettuce Near Me. Naturally grown, pesticide-monitored, handpicked and ozone washed for maximum crispness and nutrition.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""250g Pack"",""price"":20,""stock"":40},{""weight"":""500g Pack"",""price"":35,""stock"":50},{""weight"":""1 kg Pack"",""price"":60,""stock"":60}]"
"Cherry Tomato in","Exotics",50,64,"0.5 kg",100,"https://mvfpune.com/wp-content/uploads/2025/06/cherry-tomato-online-order.png","Fresh farm harvested Cherry Tomato Online in | Organic Cherry Tomatoes Near Me. Naturally grown, pesticide-monitored, handpicked and ozone washed for maximum crispness and nutrition.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""250g Pack"",""price"":20,""stock"":40},{""weight"":""500g Pack"",""price"":35,""stock"":50},{""weight"":""1 kg Pack"",""price"":50,""stock"":60}]"
"Dobali Mirchi / Shimla Mirchi","Vegetables",60,77,"500gm",100,"https://mvfpune.com/wp-content/uploads/2023/01/buy-green-capsicum-online.webp","Fresh farm harvested Dobali Mirchi / Shimla Mirchi. Naturally grown, pesticide-monitored, handpicked and ozone washed for maximum crispness and nutrition.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g"",""price"":18,""stock"":50},{""weight"":""500g"",""price"":33,""stock"":60},{""weight"":""1 kg"",""price"":60,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":114,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":276,""stock"":25}]"
"Cabbage in","Vegetables",40,51,"1 kg",100,"https://mvfpune.com/wp-content/uploads/2023/01/best-organic-cabbage-pune.webp","Fresh farm harvested Cabbage Online in | Order Fresh Patta Gobhi Near Me. Naturally grown, pesticide-monitored, handpicked and ozone washed for maximum crispness and nutrition.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in cool dry place or refrigerate dairy items below 4°C","[{""weight"":""500g Pack"",""price"":25,""stock"":50},{""weight"":""1 kg Pack"",""price"":40,""stock"":60},{""weight"":""2 kg Value Pack"",""price"":76,""stock"":40}]"
"Zucchini in","Exotics",60,77,"500gm",100,"https://mvfpune.com/wp-content/uploads/2025/06/zucchini-online-order.png","Fresh farm harvested Zucchini Online in | Fresh & Organic Zucchini Near Me. Naturally grown, pesticide-monitored, handpicked and ozone washed for maximum crispness and nutrition.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""250g Pack"",""price"":20,""stock"":40},{""weight"":""500g Pack"",""price"":35,""stock"":50},{""weight"":""1 kg Pack"",""price"":60,""stock"":60}]"
"Fresh Potatoes in","Vegetables",80,102,"2kg",100,"https://mvfpune.com/wp-content/uploads/2023/01/buy-fresh-potatoes-online.webp","Fresh farm harvested Fresh Potatoes Online in | Order Aloo & Batata Near Me. Naturally grown, pesticide-monitored, handpicked and ozone washed for maximum crispness and nutrition.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g"",""price"":24,""stock"":50},{""weight"":""500g"",""price"":44,""stock"":60},{""weight"":""1 kg"",""price"":80,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":152,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":368,""stock"":25}]"
"Walnuts in","Dairy & Staples",320,410,"250g Pack",100,"https://mvfpune.com/wp-content/uploads/2025/06/Buy-Walnuts-Online-in-Pune.png","Fresh farm harvested Walnuts Online in | Fresh Akhrot & Dry Walnuts Near Me. Naturally grown, pesticide-monitored, handpicked and ozone washed for maximum crispness and nutrition.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in cool dry place or refrigerate dairy items below 4°C","[{""weight"":""250g Pack"",""price"":320,""stock"":50},{""weight"":""500g (Twin Pack)"",""price"":608,""stock"":40},{""weight"":""1 kg (Family Pack)"",""price"":1184,""stock"":30}]"
"Almonds in","Dairy & Staples",260,333,"250g Pack",100,"https://mvfpune.com/wp-content/uploads/2025/06/Buy-Almonds-Online-in-Pune.png","Fresh farm harvested Almonds Online in | Order Fresh Raw Badam Near Me. Naturally grown, pesticide-monitored, handpicked and ozone washed for maximum crispness and nutrition.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in cool dry place or refrigerate dairy items below 4°C","[{""weight"":""250g Pack"",""price"":260,""stock"":50},{""weight"":""500g (Twin Pack)"",""price"":494,""stock"":40},{""weight"":""1 kg (Family Pack)"",""price"":962,""stock"":30}]"
"Fresh Spinach in","Vegetables",35,45,"0.5 kg",100,"https://mvfpune.com/wp-content/uploads/2025/06/spinach-online-delivery.png","Fresh farm harvested Fresh Spinach Online in | Order Palak Leaves Near Me. Naturally grown, pesticide-monitored, handpicked and ozone washed for maximum crispness and nutrition.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g"",""price"":11,""stock"":50},{""weight"":""500g"",""price"":19,""stock"":60},{""weight"":""1 kg"",""price"":35,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":67,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":161,""stock"":25}]"
"Ladyfinger (भिंडी)","Vegetables",63,81,"750-gm",100,"https://mvfpune.com/wp-content/uploads/2025/06/buy-ladyfingure-near-me.png","Fresh and Crisp Ladyfinger (भिंडी) - Perfect for Every Meal! Welcome to , your trusted destination for premium-quality produce! Our Ladyfinger (भिंडी) is handpicked to deliver the freshness and crunch you deserve. Whether you’re preparing a hearty stir-fry, a creamy curry, or a nutr","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g"",""price"":19,""stock"":50},{""weight"":""500g"",""price"":35,""stock"":60},{""weight"":""1 kg"",""price"":63,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":120,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":290,""stock"":25}]"
"Broccoli in","Exotics",160,205,"500gm",100,"https://mvfpune.com/wp-content/uploads/2023/02/buy-organic-broccoli-in-pune.webp","Fresh farm harvested Broccoli Online in | Fresh & Organic Broccoli Near Me. Naturally grown, pesticide-monitored, handpicked and ozone washed for maximum crispness and nutrition.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""250g Pack"",""price"":48,""stock"":40},{""weight"":""500g Pack"",""price"":88,""stock"":50},{""weight"":""1 kg Pack"",""price"":160,""stock"":60}]"
"Mushroom in","Exotics",60,77,"0.5 kg",100,"https://mvfpune.com/wp-content/uploads/2023/01/buy-mushroom-online.png","Fresh farm harvested Mushroom Online in | Fresh Organic Mushrooms Near Me. Naturally grown, pesticide-monitored, handpicked and ozone washed for maximum crispness and nutrition.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""250g Pack"",""price"":20,""stock"":40},{""weight"":""500g Pack"",""price"":35,""stock"":50},{""weight"":""1 kg Pack"",""price"":60,""stock"":60}]"
"Raisins in","Dairy & Staples",140,179,"250g Pack",100,"https://mvfpune.com/wp-content/uploads/2023/01/Buy-Golden-Raisins-Online.webp","Fresh farm harvested Raisins Online in | Dry Black & Yellow Kishmish Near Me. Naturally grown, pesticide-monitored, handpicked and ozone washed for maximum crispness and nutrition.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in cool dry place or refrigerate dairy items below 4°C","[{""weight"":""250g Pack"",""price"":140,""stock"":50},{""weight"":""500g (Twin Pack)"",""price"":266,""stock"":40},{""weight"":""1 kg (Family Pack)"",""price"":518,""stock"":30}]"
"Cashew Nuts in","Dairy & Staples",280,358,"250g Pack",100,"https://mvfpune.com/wp-content/uploads/2023/01/buy-organic-cashews-online.webp","Fresh farm harvested Cashew Nuts Online in | Fresh & Organic Kaju Near Me. Naturally grown, pesticide-monitored, handpicked and ozone washed for maximum crispness and nutrition.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in cool dry place or refrigerate dairy items below 4°C","[{""weight"":""250g Pack"",""price"":280,""stock"":50},{""weight"":""500g (Twin Pack)"",""price"":532,""stock"":40},{""weight"":""1 kg (Family Pack)"",""price"":1036,""stock"":30}]"
"Purple Cabbage in","Exotics",60,77,"0.5 kg",100,"https://mvfpune.com/wp-content/uploads/2023/01/organic-lal-kobi-pune.webp","Fresh farm harvested Purple Cabbage Online in | Fresh Red Cabbage Near Me. Naturally grown, pesticide-monitored, handpicked and ozone washed for maximum crispness and nutrition.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g"",""price"":18,""stock"":50},{""weight"":""500g"",""price"":33,""stock"":60},{""weight"":""1 kg"",""price"":60,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":114,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":276,""stock"":25}]"
"Green Bitter Melon Gourd","Fruits",60,77,"500gm",100,"https://mvfpune.com/wp-content/uploads/2023/01/Buy-Green-Bitter-online.webp","Fresh farm harvested Green Bitter Melon Gourd. Naturally grown, pesticide-monitored, handpicked and ozone washed for maximum crispness and nutrition.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""250g"",""price"":18,""stock"":50},{""weight"":""500g"",""price"":33,""stock"":60},{""weight"":""1 kg"",""price"":60,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":114,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":276,""stock"":25}]"
"Thai Fresh Chili","Vegetables",300,384,"0-5kg",100,"https://mvfpune.com/wp-content/uploads/2023/01/buy-fresh-chilli-online.webp","Fresh farm harvested Thai Fresh Chili. Naturally grown, pesticide-monitored, handpicked and ozone washed for maximum crispness and nutrition.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g"",""price"":90,""stock"":50},{""weight"":""500g"",""price"":165,""stock"":60},{""weight"":""1 kg"",""price"":300,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":570,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":1380,""stock"":25}]"
"Big Brinjal in","Vegetables",60,77,"500gm",100,"https://mvfpune.com/wp-content/uploads/2023/01/brinjal-long-purple-near-me.webp","Fresh farm harvested Big Brinjal Online in | Order Fresh Bharit Vangi. Naturally grown, pesticide-monitored, handpicked and ozone washed for maximum crispness and nutrition.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g"",""price"":18,""stock"":50},{""weight"":""500g"",""price"":33,""stock"":60},{""weight"":""1 kg"",""price"":60,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":114,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":276,""stock"":25}]"
"Fresh Ratnagiri Alphonso","Fruits",80,102,"1 Dozen / 1 kg",100,"https://mvfpune.com/wp-content/uploads/2026/01/Ratnagiri-Hapus-8-Dz.png","Fresh farm harvested Fresh Ratnagiri Alphonso Online | Purchase Ratnagiri Hapus. Naturally grown, pesticide-monitored, handpicked and ozone washed for maximum crispness and nutrition.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""1 Pc"",""price"":80,""stock"":50},{""weight"":""2 Pcs Pack"",""price"":152,""stock"":40},{""weight"":""4 Pcs Family Pack"",""price"":296,""stock"":30}]"
"Asparagus in","Exotics",600,768,"500gm",100,"https://mvfpune.com/wp-content/uploads/2026/03/asparagus-fruit-1.png","Fresh farm harvested Asparagus Online in | Order Fresh Asparagus. Naturally grown, pesticide-monitored, handpicked and ozone washed for maximum crispness and nutrition.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""250g Pack"",""price"":180,""stock"":40},{""weight"":""500g Pack"",""price"":330,""stock"":50},{""weight"":""1 kg Pack"",""price"":600,""stock"":60}]"
"Amrut Payari Mangoes","Fruits",220,282,"250g",100,"https://mvfpune.com/wp-content/uploads/2026/01/Buy-amrut-payri-mango.png","Fresh farm harvested Amrut Payari Mangoes Online | Organic Payri. Naturally grown, pesticide-monitored, handpicked and ozone washed for maximum crispness and nutrition.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""250g Pack"",""price"":220,""stock"":50},{""weight"":""500g (Twin Pack)"",""price"":418,""stock"":40},{""weight"":""1 kg (Family Pack)"",""price"":814,""stock"":30}]"
"Ratnagiri Alphonso Mangoes in PCMC","Fruits",480,614,"1 Dozen / 1 kg",100,"https://mvfpune.com/wp-content/uploads/2026/01/Ratnagiri-Hapus-6-Dz.png","Fresh farm harvested Ratnagiri Alphonso Mangoes in PCMC | Best Ratnagiri Hapus. Naturally grown, pesticide-monitored, handpicked and ozone washed for maximum crispness and nutrition.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""1 Pc"",""price"":480,""stock"":50},{""weight"":""2 Pcs Pack"",""price"":912,""stock"":40},{""weight"":""4 Pcs Family Pack"",""price"":1776,""stock"":30}]"
"Ratnagiri Alphonso in","Fruits",480,614,"1 Dozen / 1 kg",100,"https://mvfpune.com/wp-content/uploads/2026/01/Ratnagiri-Hapus-5-Dz.png","Fresh farm harvested Ratnagiri Alphonso Seller in | Ratnagiri Alphonso Mangoes Price. Naturally grown, pesticide-monitored, handpicked and ozone washed for maximum crispness and nutrition.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in cool dry place or refrigerate dairy items below 4°C","[{""weight"":""1 Pc"",""price"":480,""stock"":50},{""weight"":""2 Pcs Pack"",""price"":912,""stock"":40},{""weight"":""4 Pcs Family Pack"",""price"":1776,""stock"":30}]"
"Ratnagiri Alphonso Mangoes","Fruits",480,614,"1 Dozen / 1 kg",100,"https://mvfpune.com/wp-content/uploads/2026/01/Ratnagiri-Hapus-18-Mangoes.png","Fresh farm harvested Ratnagiri Alphonso Mangoes Online | Ratnagiri Hapus Mango in . Naturally grown, pesticide-monitored, handpicked and ozone washed for maximum crispness and nutrition.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""1 Pc"",""price"":480,""stock"":50},{""weight"":""2 Pcs Pack"",""price"":912,""stock"":40},{""weight"":""4 Pcs Family Pack"",""price"":1776,""stock"":30}]"
"Best Devgad Hapus Mangoes in","Fruits",480,614,"1 Dozen / 1 kg",100,"https://mvfpune.com/wp-content/uploads/2026/01/Devgad-Alphonso-7-DZ.png","Fresh farm harvested Best Devgad Hapus Mangoes in | Fresh Mangoes in . Naturally grown, pesticide-monitored, handpicked and ozone washed for maximum crispness and nutrition.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""1 Pc"",""price"":480,""stock"":50},{""weight"":""2 Pcs Pack"",""price"":912,""stock"":40},{""weight"":""4 Pcs Family Pack"",""price"":1776,""stock"":30}]"
"Organic Devgad Alphonso Mangoes","Fruits",480,614,"1 Dozen / 1 kg",100,"https://mvfpune.com/wp-content/uploads/2026/01/Devgad-Alphonso-18-Mango.png","Fresh farm harvested Devgad Alphonso Mangoes Online | Best Devgad Hapus in . Naturally grown, pesticide-monitored, handpicked and ozone washed for maximum crispness and nutrition.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""1 Pc"",""price"":480,""stock"":50},{""weight"":""2 Pcs Pack"",""price"":912,""stock"":40},{""weight"":""4 Pcs Family Pack"",""price"":1776,""stock"":30}]"
"Devgad Alphonso Mangoes In","Fruits",480,614,"1 Dozen / 1 kg",100,"https://mvfpune.com/wp-content/uploads/2026/01/Devgad-Alphonso-15-Mango-1.png","Fresh farm harvested Devgad Alphonso Mangoes In | Devgad Hapus Mango. Naturally grown, pesticide-monitored, handpicked and ozone washed for maximum crispness and nutrition.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""1 Pc"",""price"":480,""stock"":50},{""weight"":""2 Pcs Pack"",""price"":912,""stock"":40},{""weight"":""4 Pcs Family Pack"",""price"":1776,""stock"":30}]"
"Ratnagiri Amrut Payri in","Fruits",80,102,"1 kg",100,"https://mvfpune.com/wp-content/uploads/2026/01/Buy-amrut-payri-online.png","Fresh farm harvested Ratnagiri Amrut Payri in | Order Now. Naturally grown, pesticide-monitored, handpicked and ozone washed for maximum crispness and nutrition.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g"",""price"":24,""stock"":50},{""weight"":""500g"",""price"":44,""stock"":60},{""weight"":""1 kg"",""price"":80,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":152,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":368,""stock"":25}]"
"Amrut Payari in","Vegetables",220,282,"250g",100,"https://mvfpune.com/wp-content/uploads/2026/01/amrut-payri-in-pune-1-1.png","Fresh farm harvested Amrut Payari in | Payari Mangoes. Naturally grown, pesticide-monitored, handpicked and ozone washed for maximum crispness and nutrition.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""250g Pack"",""price"":220,""stock"":50},{""weight"":""500g (Twin Pack)"",""price"":418,""stock"":40},{""weight"":""1 kg (Family Pack)"",""price"":814,""stock"":30}]"
"Gir Kesar Mangoes","Fruits",320,410,"1 kg",100,"https://mvfpune.com/wp-content/uploads/2026/01/Buy-giri-kesar-online.png","Fresh farm harvested Gir Kesar Mangoes Online | Best Kesar Mangoes in . Naturally grown, pesticide-monitored, handpicked and ozone washed for maximum crispness and nutrition.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""250g"",""price"":96,""stock"":50},{""weight"":""500g"",""price"":176,""stock"":60},{""weight"":""1 kg"",""price"":320,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":608,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":1472,""stock"":25}]"
"Kesar Mangoes in","Fruits",320,410,"1 kg",100,"https://mvfpune.com/wp-content/uploads/2026/01/Buy-Kesar-in-pune-online.png","Fresh farm harvested Kesar Mangoes Online in | Organic Kesar Mango. Naturally grown, pesticide-monitored, handpicked and ozone washed for maximum crispness and nutrition.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""250g"",""price"":96,""stock"":50},{""weight"":""500g"",""price"":176,""stock"":60},{""weight"":""1 kg"",""price"":320,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":608,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":1472,""stock"":25}]"
"Organic Sweet Peas","Vegetables",120,154,"750-gm",100,"https://mvfpune.com/wp-content/uploads/2023/01/Buy-Green-Peas-online.webp","Fresh farm harvested Organic Sweet Peas. Naturally grown, pesticide-monitored, handpicked and ozone washed for maximum crispness and nutrition.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Keep refrigerated in vegetable crisper / airtight mesh bag","[{""weight"":""250g"",""price"":36,""stock"":50},{""weight"":""500g"",""price"":66,""stock"":60},{""weight"":""1 kg"",""price"":120,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":228,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":552,""stock"":25}]"
"Chausa Mangoes in","Fruits",240,307,"1 kg",100,"https://mvfpune.com/wp-content/uploads/2025/07/buy-chaunsa-mango-online.png","Fresh farm harvested Chausa Mangoes in | Organic Chaunsa Mango. Naturally grown, pesticide-monitored, handpicked and ozone washed for maximum crispness and nutrition.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""250g"",""price"":72,""stock"":50},{""weight"":""500g"",""price"":132,""stock"":60},{""weight"":""1 kg"",""price"":240,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":456,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":1104,""stock"":25}]"
"Ratnagiri Hapus Mangoes in","Fruits",480,614,"1 Dozen / 1 kg",100,"https://mvfpune.com/wp-content/uploads/2026/01/Ratnagiri-Hapus-2Dz.png","Fresh farm harvested Ratnagiri Hapus Mangoes in | Ratnagiri Alphonso. Naturally grown, pesticide-monitored, handpicked and ozone washed for maximum crispness and nutrition.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""1 Pc"",""price"":480,""stock"":50},{""weight"":""2 Pcs Pack"",""price"":912,""stock"":40},{""weight"":""4 Pcs Family Pack"",""price"":1776,""stock"":30}]"
"Ratnagiri Alphonso Mangoes in","Fruits",480,614,"1 Dozen / 1 kg",100,"https://mvfpune.com/wp-content/uploads/2026/01/Ratnagiri-Hapus-1-Dz.png","Fresh farm harvested Ratnagiri Alphonso Mangoes in | Ratnagiri Hapus. Naturally grown, pesticide-monitored, handpicked and ozone washed for maximum crispness and nutrition.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""1 Pc"",""price"":480,""stock"":50},{""weight"":""2 Pcs Pack"",""price"":912,""stock"":40},{""weight"":""4 Pcs Family Pack"",""price"":1776,""stock"":30}]"
"Devgad Alphonso Mango","Fruits",480,614,"1 Dozen / 1 kg",100,"https://mvfpune.com/wp-content/uploads/2026/01/Devgad-Alphonso-2-Dz.png","Fresh farm harvested Order Devgad Alphonso Mango | Devgad Hapoos in . Naturally grown, pesticide-monitored, handpicked and ozone washed for maximum crispness and nutrition.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""1 Pc"",""price"":480,""stock"":50},{""weight"":""2 Pcs Pack"",""price"":912,""stock"":40},{""weight"":""4 Pcs Family Pack"",""price"":1776,""stock"":30}]"
"Avocado in","Exotics",150,192,"N/A",100,"https://mvfpune.com/wp-content/uploads/2025/06/buy-avocado-online.png","Fresh farm harvested Avocado Online in | Fresh & Organic Avocados Near Me. Naturally grown, pesticide-monitored, handpicked and ozone washed for maximum crispness and nutrition.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""250g Pack"",""price"":45,""stock"":40},{""weight"":""500g Pack"",""price"":83,""stock"":50},{""weight"":""1 kg Pack"",""price"":150,""stock"":60}]"
"Baby Corn in","Exotics",30,38,"0.5 kg",100,"https://mvfpune.com/wp-content/uploads/2025/06/baby-corn-online-order.png","Fresh farm harvested Baby Corn Online in | Fresh Organic Sweetcorn Near Me. Naturally grown, pesticide-monitored, handpicked and ozone washed for maximum crispness and nutrition.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""250g Pack"",""price"":20,""stock"":40},{""weight"":""500g Pack"",""price"":35,""stock"":50},{""weight"":""1 kg Pack"",""price"":30,""stock"":60}]"
"Apple Imported","Fruits",298,381,"1 Kg",100,"https://cdn.wholesalemandi.com/item-images/7acb038e-9b83-40f6-abb0-1df946d4c2e4_large.jpg","Deep red, crisp, and juicy. Each imported apple weighs 180–200g, perfect for a fresh, wholesome bite.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""250g"",""price"":89,""stock"":50},{""weight"":""500g"",""price"":164,""stock"":60},{""weight"":""1 kg"",""price"":298,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":566,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":1371,""stock"":25}]"
"Orange Imported","Fruits",159,204,"1 Kg",100,"https://cdn.wholesalemandi.com/item-images/614c5ef0-f32c-4d0c-a219-8105192b60ee_large.jpg","Sweet, tangy, and full of juice. Imported for premium quality.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""250g"",""price"":48,""stock"":50},{""weight"":""500g"",""price"":87,""stock"":60},{""weight"":""1 kg"",""price"":159,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":302,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":731,""stock"":25}]"
"Sweet Lime (मौसंमी)","Fruits",114,146,"1 Kg",100,"https://cdn.wholesalemandi.com/item-images/64715c0a-08ec-40bc-af8a-cf8abf74e72e_large.jpg","Sweet lime, also known as ""Mosambi"" in Hindi, is a delightful citrus fruit that is appreciated for its mildly sweet and tangy taste. It belongs to the Rutaceae family and is closely related to other citrus fruits like oranges and lemons. The sweet lime is predominantly grown in tropical and subtropi","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Certified Harvest)","Store in a cool dry fruit basket at room temperature","[{""weight"":""250g"",""price"":34,""stock"":50},{""weight"":""500g"",""price"":63,""stock"":60},{""weight"":""1 kg"",""price"":114,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":217,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":524,""stock"":25}]"
